x,y,marks.cause,marks.burnt.area,marks.date
-0.87502536,0.12437505,accident,0.05,07/09/2004
-0.87502536,0.17437495,accident,0.05,07/09/2004
-0.67282681,0.12437505,accident,0.8,07/09/2004
-0.471827315,0.274375,accident,0.3,07/09/2004
-0.170827955,0.17437495,accident,0.1,07/09/2004
-0.321827325,0.2243751,accident,0.5,07/09/2004
-0.773026545,-0.02562495,accident,0.3,07/09/2004
-0.268029765,0.17437495,accident,1,07/09/2004
-0.404238585,-0.52562505,intentional,15,09/09/2004
-0.52442582,-0.425625,other,1,09/09/2004
0.08744992,0.0708449,accident,17.6,09/09/2004
-0.31683045,-0.02562495,accident,2.2,09/09/2004
-0.02022834,0.0743751,accident,0.03,09/09/2004
-0.3212277,0.2243751,accident,0.7,09/09/2004
-0.321027825,0.2243751,accident,4,09/09/2004
-0.708235865,0.17437495,intentional,0.5,09/09/2004
0.665960125,-0.173625,accident,0.5,10/09/2004
0.34136992,-0.69390505,accident,1.1,10/09/2004
-0.22502546,-0.32562495,other,18,10/09/2004
-0.465831265,-0.32562495,intentional,6,10/09/2004
0.23869993,0.19596505,accident,14,10/09/2004
0.179171955,-0.12562505,intentional,0.01,10/09/2004
0.319244955,0.11428495,accident,8.9,10/09/2004
0.22506006,0.0791901,accident,2.9,10/09/2004
-0.007636415,0.52437505,intentional,0.2,10/09/2004
0.078372595,0.3743751,intentional,7,10/09/2004
-0.62082793,0.17437495,accident,0.5,10/09/2004
0.02617384,0.02437495,accident,9,10/09/2004
-0.218429585,-0.12562505,accident,0.8,10/09/2004
0.47597394,-0.67562505,other,0.5,11/09/2004
0.31086,-0.72201505,accident,0.32,11/09/2004
-0.82518533,0.02437495,accident,1,11/09/2004
0.37717333,-0.82562505,lightning,0.01,13/09/2004
0.02617384,-0.575625,other,9,13/09/2004
-0.3236262,-0.425625,other,91,13/09/2004
0.04792004,0.07575505,accident,5.9,13/09/2004
0.027972715,0.3743751,accident,0.4,13/09/2004
-0.022826715,0.17437495,accident,0.25,13/09/2004
-0.471027815,0.274375,accident,1.75,13/09/2004
-0.112033525,0.17437495,accident,2,13/09/2004
-0.31683045,0.274375,accident,0.5,13/09/2004
-0.722227115,0.02437495,intentional,0.4,13/09/2004
0.026773465,0.47437495,other,5,14/09/2004
0.026773465,0.17437495,accident,0.3,14/09/2004
0.04915007,0.193815,intentional,0.2,14/09/2004
0.077972845,0.3743751,accident,0.3,14/09/2004
0.02697334,0.47437495,accident,2,14/09/2004
0.02817259,0.3743751,accident,0.7,14/09/2004
0.028372465,0.3743751,accident,0.4,14/09/2004
-0.320628075,0.2243751,accident,3.5,14/09/2004
-0.472227065,0.2243751,intentional,0.4,14/09/2004
-0.3212277,0.17437495,accident,1,14/09/2004
-0.562233375,0.2243751,accident,0.85,14/09/2004
-0.175465055,-0.575625,other,8.5,15/09/2004
-0.468629315,-0.52562505,other,1,15/09/2004
0.155474975,-0.02566995,accident,251,15/09/2004
-0.167629955,0.17437495,intentional,1,15/09/2004
-0.473026565,0.32437495,intentional,9,15/09/2004
-0.271027895,-0.12562505,intentional,0.75,15/09/2004
-0.82516534,0.2243751,accident,0.5,15/09/2004
0.65614506,0.16225995,lightning,0.04,16/09/2004
-0.118429525,0.67437485,accident,0.1,16/09/2004
-0.423426385,0.2243751,accident,2,16/09/2004
-0.77282667,-0.02562495,accident,1.5,16/09/2004
-0.26723027,0.17437495,accident,0.05,16/09/2004
-0.5620335,0.2243751,intentional,0.03,16/09/2004
-0.111633775,0.17437495,accident,0.5,16/09/2004
-0.82514535,0.2243751,intentional,7.5,16/09/2004
0.41106993,-0.479685,intentional,0.07,17/09/2004
0.403925,-0.064925,accident,16.5,17/09/2004
0.02777284,0.52437505,accident,0.05,17/09/2004
-0.66723031,0.0743751,intentional,2.5,17/09/2004
-0.316630775,-0.02562495,accident,0.5,17/09/2004
-0.3204282,0.2243751,intentional,0.5,17/09/2004
-0.70803599,0.17437495,accident,0.03,17/09/2004
-0.171627455,0.0743751,accident,0.9,17/09/2004
-0.770628045,0.12437505,accident,0.05,17/09/2004
0.406965095,-0.46011005,accident,0.06,18/09/2004
-0.01782984,-0.12562505,other,15,18/09/2004
-0.017629965,-0.12562505,intentional,1.2,18/09/2004
-0.524225945,-0.425625,other,0.5,18/09/2004
0.52557432,0.17437495,lightning,0.52,18/09/2004
-0.11822965,0.67437485,intentional,0.1,18/09/2004
-0.561833625,0.2243751,accident,2,18/09/2004
-0.219229085,-0.12562505,accident,0.05,18/09/2004
-0.67562506,0.32437495,accident,0.5,18/09/2004
-0.36563153,0.12437505,accident,3.1,18/09/2004
0.293314975,-0.11948005,accident,10,19/09/2004
0.285999945,-0.04212505,accident,6.36,19/09/2004
0.07697347,0.724375,accident,0.01,19/09/2004
-0.122027275,0.574375,accident,0.06,19/09/2004
-0.16743008,0.17437495,intentional,3,19/09/2004
-0.267030395,0.17437495,accident,0.1,19/09/2004
0.024774715,0.0743751,accident,3,19/09/2004
-0.02262684,0.17437495,accident,2,19/09/2004
-0.37362633,0.02437495,accident,1,19/09/2004
-0.77402592,-0.3756251,accident,101,20/09/2004
0.244699975,0.05787,accident,24.2,20/09/2004
-0.87422586,0.0743751,accident,0.2,20/09/2004
-0.171227705,-0.62562495,other,0.03,21/09/2004
-0.11982865,-0.47562495,other,6,21/09/2004
-0.773826045,-0.3756251,other,1,21/09/2004
-0.17544507,-0.575625,other,2,21/09/2004
0.084544935,0.29207995,intentional,0.06,21/09/2004
-0.00823604,0.52437505,intentional,0.02,21/09/2004
-0.21902921,-0.12562505,accident,2,21/09/2004
-0.51443227,0.274375,accident,3,21/09/2004
-0.707836115,0.17437495,intentional,0.08,21/09/2004
-0.321027825,0.17437495,accident,0.02,21/09/2004
-0.124425775,-0.3756251,accident,1.1,22/09/2004
-0.370228455,-0.3756251,accident,5,22/09/2004
0.47477469,-0.02562495,accident,20.22,22/09/2004
-0.021227715,0.62437495,accident,0.01,22/09/2004
-0.514232395,0.274375,other,0.2,22/09/2004
-0.47082794,0.274375,intentional,1,22/09/2004
-0.167230205,0.17437495,accident,11,22/09/2004
-0.07342647,-0.02562495,accident,1.5,22/09/2004
-0.022426965,0.17437495,intentional,2,22/09/2004
-0.56163375,0.2243751,accident,1,22/09/2004
-0.561433875,0.2243751,accident,2,22/09/2004
0.559320015,-0.65680005,accident,0.2,23/09/2004
0.13245997,0.0341101,accident,310.1,23/09/2004
0.230771085,0.7743749,accident,0.05,23/09/2004
0.1317704,0.3743751,accident,0.3,23/09/2004
0.07497472,-0.0756251,accident,7,23/09/2004
-0.561234,0.2243751,accident,1.2,23/09/2004
0.14265999,-0.03994,accident,92.1,24/09/2004
0.131970275,0.3743751,accident,0.2,24/09/2004
-0.27082802,-0.12562505,accident,0.8,24/09/2004
-0.27402602,0.12437505,accident,1,24/09/2004
-0.223226585,0.12437505,accident,40,24/09/2004
-0.073226595,-0.02562495,accident,1,24/09/2004
-0.51403252,0.274375,accident,2,24/09/2004
0.70169997,-0.58037505,other,0.9,25/09/2004
0.069340045,0.19919505,accident,0.07,25/09/2004
0.377373205,0.2243751,intentional,0.02,25/09/2004
0.329355035,-0.10045995,accident,50,25/09/2004
0.07937197,0.274375,accident,3.5,25/09/2004
-0.47202719,0.2243751,accident,4.5,25/09/2004
-0.561034125,0.2243751,accident,13.34,25/09/2004
-0.02222709,0.17437495,accident,2,25/09/2004
-0.71882924,0.274375,intentional,220,25/09/2004
-0.119628775,-0.47562495,intentional,4,26/09/2004
-0.01743009,-0.12562505,other,2.3,26/09/2004
-0.774865395,-0.47562495,accident,5,26/09/2004
-0.1194289,-0.47562495,intentional,3,26/09/2004
-0.119229025,-0.47562495,other,0.5,26/09/2004
0.27557427,0.47437495,accident,0.6,26/09/2004
0.17937183,-0.12562505,other,3,26/09/2004
-0.470628065,0.274375,accident,6,26/09/2004
-0.520228445,-0.0756251,accident,0.6,26/09/2004
-0.522227195,0.17437495,accident,4.2,26/09/2004
-0.40403871,-0.52562505,accident,0.25,27/09/2004
-0.11902915,-0.47562495,accident,3.5,27/09/2004
-0.424225885,-0.575625,intentional,0.35,27/09/2004
0.07537447,-0.12562505,intentional,1.8,27/09/2004
0.039694985,0.11406505,accident,12,27/09/2004
0.124549915,-0.09903005,accident,3.13,27/09/2004
0.073145065,0.0697,accident,0.7,27/09/2004
-0.008036165,0.52437505,intentional,0.27,27/09/2004
0.076373845,0.67437485,accident,0.06,27/09/2004
-0.27382614,0.12437505,accident,0.5,27/09/2004
-0.466231015,-0.32562495,intentional,0.05,28/09/2004
-0.17142758,0.0743751,accident,1.5,28/09/2004
-0.825125365,0.2243751,accident,0.3,28/09/2004
-0.82508539,0.2243751,intentional,4.8,28/09/2004
-0.825065405,0.2243751,accident,2,28/09/2004
-0.3164309,-0.275625,other,22,29/09/2004
0.25690994,-0.16874505,accident,0.06,29/09/2004
-0.270628145,-0.12562505,accident,0.4,29/09/2004
-0.67202731,0.12437505,intentional,1,29/09/2004
-0.16703033,0.17437495,accident,3.5,29/09/2004
-0.173626205,-0.12562505,intentional,0.28,29/09/2004
-0.218829335,-0.12562505,intentional,25,29/09/2004
0.37339569,-0.47562495,accident,0.1,30/09/2004
-0.017230215,-0.12562505,intentional,1,30/09/2004
0.150855065,-0.10234,accident,8.3,30/09/2004
-0.111234025,0.17437495,accident,3,30/09/2004
-0.774625545,0.0743751,intentional,2,30/09/2004
-0.71922899,0.2243751,accident,0.8,30/09/2004
-0.365431655,0.12437505,accident,4,30/09/2004
-0.62362618,0.0743751,accident,0.4,30/09/2004
0.43996506,0.2243751,accident,0.4,02/10/2004
-0.172426955,-0.62562495,intentional,0.15,03/10/2004
-0.17382608,0.02437495,accident,1,03/10/2004
0.12657365,0.47437495,accident,1.5,04/10/2004
-0.671827435,0.02437495,intentional,0.2,04/10/2004
0.376173955,0.52437505,lightning,0.01,06/10/2004
0.42477476,0.274375,accident,0,06/10/2004
-0.516630695,0.274375,accident,0.7,06/10/2004
0.277165075,-0.29062505,other,61,07/10/2004
0.63236993,-0.62562495,other,0.15,07/10/2004
0.632569805,-0.62562495,other,0.03,07/10/2004
-0.406637085,-0.52562505,intentional,33,07/10/2004
-0.273026645,-0.2256251,accident,174,07/10/2004
0.025574215,0.02437495,accident,0.26,07/10/2004
-0.42362626,0.0743751,accident,1,07/10/2004
-0.27262689,0.02437495,accident,0.5,07/10/2004
-0.023226465,0.17437495,accident,0.75,07/10/2004
-0.07182747,0.12437505,accident,2,07/10/2004
-0.31762995,0.274375,accident,5,07/10/2004
-0.66842956,0.274375,intentional,14.5,07/10/2004
-0.36723033,0.12437505,intentional,0.05,07/10/2004
0.13137065,0.3743751,accident,0.2,08/10/2004
0.58518504,-0.70092505,lightning,1.5,09/10/2004
-0.008435915,0.52437505,intentional,1.7,09/10/2004
0.227173335,0.574375,accident,0.01,09/10/2004
0.129172025,0.62437495,intentional,0.02,09/10/2004
-0.16782983,0.17437495,accident,0.6,09/10/2004
-0.22342646,0.12437505,intentional,0.4,09/10/2004
-0.170827955,-0.62562495,accident,0.9,10/10/2004
0.026373715,-0.575625,other,1,10/10/2004
0.16045506,-0.1401799,intentional,4,10/10/2004
0.125574275,0.17437495,intentional,2.05,10/10/2004
-0.222826835,0.12437505,accident,0.5,10/10/2004
-0.110834275,0.17437495,accident,1.5,10/10/2004
-0.3164309,-0.02562495,intentional,7,10/10/2004
-0.67122781,0.12437505,accident,3,10/10/2004
-0.110434525,0.17437495,intentional,10,10/10/2004
-0.324625575,0.02437495,accident,18,10/10/2004
-0.316231025,-0.02562495,intentional,4,10/10/2004
0.350589955,-0.715355,accident,0.03,13/10/2004
-0.474625565,-0.425625,accident,5,13/10/2004
-0.46563139,-0.32562495,accident,0.1,13/10/2004
-0.124425775,-0.2256251,other,42.4,13/10/2004
0.124774775,0.274375,accident,12,13/10/2004
0.267230085,-0.1370049,accident,23,13/10/2004
0.458024965,0.472975,accident,0.12,13/10/2004
0.23519492,-0.01011505,accident,0.2,13/10/2004
-0.074026095,0.62437495,accident,3.5,13/10/2004
-0.07742497,0.80730495,accident,8,13/10/2004
0.376573705,0.574375,accident,0.01,13/10/2004
0.574974625,0.574375,accident,0.01,13/10/2004
-0.00743654,0.52437505,other,0.08,13/10/2004
-0.007236665,0.52437505,other,0.03,13/10/2004
-0.21822971,-0.12562505,accident,1,13/10/2004
-0.623026555,0.12437505,accident,2,13/10/2004
0.421195,-0.42695,accident,0.03,14/10/2004
0.619140005,-0.2785,intentional,0.3,14/10/2004
0.499105075,-0.26679495,other,0.03,14/10/2004
0.074774845,-0.47562495,other,1,14/10/2004
0.37757308,0.2243751,intentional,0.65,14/10/2004
-0.00703679,0.52437505,accident,0.4,15/10/2004
-0.006836915,0.52437505,accident,4,15/10/2004
-0.00663704,0.52437505,accident,6,15/10/2004
-0.51363277,0.274375,intentional,8,15/10/2004
-0.675425185,0.32437495,accident,3,15/10/2004
0.024374965,-0.52562505,intentional,6.1,16/10/2004
-0.624225805,-0.275625,other,0.15,16/10/2004
0.348560025,0.4210701,accident,14,16/10/2004
0.3231751,0.10372495,accident,1.42,16/10/2004
0.077173345,0.724375,accident,6,16/10/2004
-0.51962882,-0.0756251,accident,3.1,16/10/2004
-0.924825415,0.0743751,accident,32,16/10/2004
-0.474625565,-0.575625,intentional,10,17/10/2004
0.193420045,0.06865505,accident,22.2,17/10/2004
0.651330075,-0.06870005,accident,0.12,17/10/2004
0.32517445,0.12437505,accident,15.36,17/10/2004
0.644260095,-0.08307005,accident,0.21,17/10/2004
-0.118029775,0.67437485,accident,4,17/10/2004
-0.023226465,-0.02562495,other,0.7,17/10/2004
-0.876024735,0.12437505,other,3.5,17/10/2004
-0.270228395,-0.12562505,intentional,1,17/10/2004
0.20908005,-0.63250005,accident,0.3,18/10/2004
0.4181499,-0.09441495,accident,1.4,18/10/2004
0.44236356,0.2243751,accident,0.76,18/10/2004
0.026773465,0.424375,accident,0.01,18/10/2004
-0.513432895,0.274375,accident,2,18/10/2004
-0.9251652,0.12437505,accident,35,18/10/2004
-0.124425775,-0.575625,accident,100.6,23/10/2004
-0.774785445,-0.47562495,accident,3,23/10/2004
0.406249945,0.466265,accident,0.04,23/10/2004
0.824774805,-0.3756251,other,1,24/10/2004
-0.17062808,-0.62562495,other,1.5,24/10/2004
0.408424985,-0.115085,accident,1.5,24/10/2004
0.1293719,0.62437495,accident,0.03,24/10/2004
0.177173205,0.52437505,intentional,2,24/10/2004
-0.373026705,0.0743751,intentional,20,24/10/2004
0.630571055,0.02437495,intentional,0,01/11/2004
-0.564232125,0.2243751,intentional,2,04/11/2004
0.632170055,-0.62562495,accident,5,06/11/2004
-0.27182739,-0.52562505,lightning,0.5,06/11/2004
0.440564685,0.2243751,intentional,0,06/11/2004
0.375374455,0.02437495,intentional,0.02,06/11/2004
0.603675075,-0.63183505,intentional,4.65,07/11/2004
-0.020428215,-0.12562505,intentional,12,07/11/2004
0.125174525,0.52437505,accident,0.25,07/11/2004
-0.37402608,0.17437495,intentional,0.3,07/11/2004
-0.17182733,0.0743751,accident,0.4,07/11/2004
-0.62122768,0.17437495,accident,0.05,07/11/2004
-0.07382622,-0.02562495,accident,5.2,07/11/2004
-0.563432625,0.2243751,accident,0.5,07/11/2004
-0.710634365,0.17437495,accident,0.4,07/11/2004
0.10801006,-0.1632249,intentional,6.52,08/11/2004
-0.667430185,0.274375,intentional,1,08/11/2004
-0.469029065,-0.52562505,other,37.5,09/11/2004
-0.46882919,-0.52562505,intentional,2.5,09/11/2004
-0.724625615,-0.0756251,intentional,0.5,09/11/2004
0.15106993,-0.05682005,accident,24,09/11/2004
0.039020005,0.09541995,accident,5.8,09/11/2004
-0.122826775,-0.12562505,accident,0.07,09/11/2004
-0.472227065,-0.02562495,accident,9,09/11/2004
-0.371827455,0.2243751,accident,2,09/11/2004
0.025973965,0.02437495,accident,1.75,09/11/2004
-0.574026,0.274375,accident,0.58,09/11/2004
-0.27042827,-0.52562505,intentional,12,10/11/2004
0.02497459,0.32437495,accident,25,10/11/2004
0.63356898,-0.62562495,accident,0.02,11/11/2004
0.777373045,0.17437495,accident,2,13/11/2004
0.3404399,-0.70585995,accident,0.03,14/11/2004
0.62637368,0.2243751,accident,0.02,14/11/2004
0.220494915,0.303185,intentional,0.6,14/11/2004
-0.667030435,0.274375,accident,2,14/11/2004
0.026373715,0.02437495,accident,0.25,14/11/2004
0.444914965,-0.5118301,accident,3,15/11/2004
0.179971455,0.47437495,accident,0.35,15/11/2004
0.16613491,0.5339401,accident,1,15/11/2004
0.18017133,0.47437495,accident,0.1,15/11/2004
0.574974625,0.47437495,intentional,0.07,16/11/2004
-0.022027215,0.17437495,accident,0.5,16/11/2004
0.78277007,-0.3579749,accident,0.12,17/11/2004
0.375005085,-0.76152495,intentional,0.9,17/11/2004
-0.624225805,0.274375,accident,2,18/11/2004
-0.3244257,0.02437495,accident,4,18/11/2004
0.378172705,-0.575625,accident,2.67,19/11/2004
0.754749995,0.1268149,intentional,0.8,19/11/2004
0.430970885,0.67437485,accident,0.1,19/11/2004
-0.272027265,0.02437495,accident,8,20/11/2004
-0.42362626,-0.67562505,accident,0.6,21/11/2004
-0.27182739,0.02437495,other,1,21/11/2004
-0.006437165,0.52437505,accident,0.1,24/11/2004
0.075574345,0.52437505,accident,0.06,24/11/2004
0.07857247,0.424375,intentional,0.04,24/11/2004
0.64593005,0.0161449,accident,1.5,25/11/2004
-0.772626795,-0.02562495,accident,1,25/11/2004
-0.17342633,-0.12562505,accident,0.15,26/11/2004
0.476173815,-0.67562505,accident,1,30/11/2004
-0.02182734,-0.12562505,accident,1,06/12/2004
-0.271627515,-0.52562505,lightning,4.5,06/12/2004
0.71339066,0.01894495,lightning,0,06/12/2004
0.62494997,-0.005455,lightning,0,06/12/2004
0.40109497,0.726255,lightning,0.01,06/12/2004
0.141834905,-0.2697099,accident,4.01,07/12/2004
0.440964435,0.2243751,accident,1,07/12/2004
0.276573645,-0.12562505,accident,91,07/12/2004
0.02656999,0.2109199,accident,6.95,07/12/2004
0.299560065,0.15053505,accident,18.7,07/12/2004
-0.22062821,-0.12562505,accident,0.01,07/12/2004
-0.17062808,0.17437495,intentional,2,07/12/2004
-0.56323275,0.2243751,intentional,14,07/12/2004
0.32597395,-0.52562505,accident,0.05,08/12/2004
-0.1202284,-0.47562495,intentional,2.5,08/12/2004
-0.00943529,0.52437505,intentional,0.25,08/12/2004
-0.009235415,0.52437505,other,0.06,08/12/2004
-0.1234264,-0.17562495,intentional,3,09/12/2004
0.12027499,-0.1229449,accident,4,09/12/2004
0.693635015,0.0206349,lightning,0.04,09/12/2004
0.132804955,-0.1034601,accident,3,09/12/2004
0.077895095,0.0669849,accident,15.05,09/12/2004
0.626173805,-0.0756251,accident,0.23,09/12/2004
-0.267430145,0.17437495,accident,0.25,09/12/2004
-0.523426445,0.2243751,accident,0.06,09/12/2004
-0.32082795,0.2243751,intentional,0.5,09/12/2004
-0.774805435,-0.47562495,intentional,5.5,10/12/2004
-0.316231025,-0.275625,other,2.12,10/12/2004
-0.575425125,-0.2256251,other,22.5,10/12/2004
0.228154925,0.0388549,accident,2.9,10/12/2004
0.39399501,-0.12690505,accident,0.5,10/12/2004
0.20657502,0.0769501,accident,58,10/12/2004
-0.37322658,0.02437495,other,5,10/12/2004
-0.82492549,0.2243751,other,4.5,10/12/2004
0.35569996,-0.70359495,accident,0.52,11/12/2004
0.442563435,0.2243751,accident,0.5,11/12/2004
-0.876024735,0.0743751,accident,0.5,19/12/2004
-0.110034775,0.17437495,accident,1.85,26/12/2004
-0.519428945,-0.0756251,accident,0.25,27/12/2004
0.376573705,-0.67562505,other,0.01,29/12/2004
0.30580996,-0.77123505,other,0.31,02/01/2005
0.30438505,-0.746435,accident,0.1,02/01/2005
0.347290015,0.40363,accident,0.2,02/01/2005
0.34771995,0.40273495,intentional,0.2,02/01/2005
0.22737321,0.62437495,intentional,1,02/01/2005
0.07857247,0.3743751,intentional,0.5,02/01/2005
-0.17342633,0.02437495,intentional,6.5,03/01/2005
-0.425025385,0.17437495,accident,0.3,03/01/2005
0.31955496,-0.60178005,accident,1.5,04/01/2005
0.217740035,-0.60439,other,4.8,04/01/2005
0.03562493,0.61872505,intentional,0.12,04/01/2005
0.085345035,0.5473299,intentional,0.4,04/01/2005
0.328295095,-0.7533101,other,0.02,05/01/2005
0.02657359,-0.575625,accident,5,05/01/2005
-0.336900895,-0.57282495,accident,53,05/01/2005
0.1111451,0.09972005,accident,0.06,05/01/2005
0.303304925,0.27605995,accident,0.75,05/01/2005
-0.04565004,0.580165,accident,3.9,05/01/2005
0.669494915,-0.68697495,accident,9.3,06/01/2005
-0.13242997,-0.52376505,accident,25,06/01/2005
0.32244995,0.1053951,accident,0.27,06/01/2005
-0.72042824,0.0743751,intentional,6,07/01/2005
-0.664232385,0.274375,intentional,1,07/01/2005
-0.166430705,0.17437495,accident,0.8,07/01/2005
-0.71802974,0.274375,intentional,0.4,07/01/2005
-0.27222714,-0.2256251,accident,1,08/01/2005
-0.401840085,-0.52562505,intentional,0.01,08/01/2005
0.22622493,-0.1571951,accident,2.03,08/01/2005
0.29484002,-0.14969995,accident,0.03,08/01/2005
-0.11743015,0.67437485,lightning,3,08/01/2005
-0.086625015,0.75437485,lightning,0.01,08/01/2005
-0.022826715,0.874375,lightning,0.01,08/01/2005
-0.023640005,0.73591495,lightning,0.04,08/01/2005
0.025575015,0.503375,intentional,3,08/01/2005
-0.3148319,-0.02562495,intentional,6,08/01/2005
-0.371027955,0.2243751,accident,5,08/01/2005
-0.471827315,0.2243751,accident,2.9,08/01/2005
0.561624975,0.68428005,accident,0.03,09/01/2005
-0.623826055,-0.2256251,intentional,0.5,10/01/2005
0.08185002,0.4203749,accident,0.05,10/01/2005
-0.571027875,-0.02562495,intentional,0.2,10/01/2005
0.518655045,0.04407005,intentional,0.01,13/01/2005
0.26837497,0.50267505,accident,0.4,13/01/2005
0.43889013,0.20618005,accident,0.57,14/01/2005
0.02777284,0.724375,intentional,0.01,14/01/2005
0.619990075,0.2265949,accident,2,15/01/2005
0.424974635,0.574375,accident,0.04,16/01/2005
-0.66643081,0.274375,accident,1,16/01/2005
0.075974095,0.62437495,other,0.01,17/01/2005
0.61497481,0.2115901,intentional,0.7,19/01/2005
0.614455135,0.2115901,intentional,0.01,19/01/2005
0.03491997,0.28457505,intentional,0.5,19/01/2005
0.366690085,0.26550995,intentional,0.6,20/01/2005
-0.02102784,0.62437495,intentional,0.01,20/01/2005
-0.109635025,0.17437495,intentional,2.1,21/01/2005
0.803729965,-0.35015,accident,0.6,22/01/2005
0.705050075,-0.5610549,accident,0.35,22/01/2005
0.424974635,0.274375,accident,0.02,22/01/2005
-0.09337999,0.5620451,intentional,0.3,22/01/2005
-0.020827965,0.62437495,intentional,0.2,22/01/2005
-0.51922907,-0.0756251,intentional,0.05,22/01/2005
-0.519029195,-0.0756251,intentional,0.01,22/01/2005
0.36888991,-0.582375,accident,0.1,23/01/2005
0.27510976,0.18292,intentional,0.4,23/01/2005
0.44276331,0.2243751,intentional,0.4,23/01/2005
0.132720005,0.682455,accident,4,23/01/2005
0.64544995,-0.61676505,accident,2,24/01/2005
0.37477483,0.274375,intentional,2.4,24/01/2005
0.31019002,0.32901005,accident,1.8,24/01/2005
0.42579992,0.04675995,intentional,1.05,24/01/2005
-0.00623729,0.52437505,accident,1,24/01/2005
0.028772215,0.3743751,intentional,0.2,24/01/2005
-0.00261995,0.66044995,accident,1.2,24/01/2005
-0.12302665,-0.17562495,intentional,4,25/01/2005
0.324729925,0.072965,intentional,0.46,25/01/2005
0.23097096,0.7743749,intentional,0.08,25/01/2005
-0.37122783,0.2243751,intentional,2.5,25/01/2005
0.616130085,0.2899301,intentional,3.1,26/01/2005
0.62637368,-0.0756251,accident,1,26/01/2005
-0.824885515,0.2243751,intentional,4,26/01/2005
0.02937184,-0.02562495,intentional,0.12,27/01/2005
-0.51882932,-0.0756251,intentional,0.05,27/01/2005
0.180371205,0.47437495,accident,0.65,28/01/2005
-0.52562507,0.02437495,intentional,0.02,28/01/2005
-0.666231135,0.274375,intentional,3,28/01/2005
-0.47442569,-0.575625,accident,0.25,29/01/2005
-0.006037415,0.52437505,intentional,0.25,29/01/2005
-0.42402601,-0.575625,accident,1,30/01/2005
-0.01703034,-0.12562505,intentional,5.5,30/01/2005
0.458229635,0.199895,accident,1.5,30/01/2005
-0.66603126,0.274375,accident,10,30/01/2005
-0.665831385,0.274375,other,0.8,30/01/2005
0.43352009,-0.61261005,accident,0.3,31/01/2005
0.645374995,-0.60478995,accident,2,31/01/2005
-0.725025365,-0.3756251,intentional,0.7,31/01/2005
0.3249298,0.072965,accident,0.1,31/01/2005
0.565080015,0.12319995,intentional,0.5,31/01/2005
-0.00479999,0.47454005,intentional,0.02,31/01/2005
-0.001019955,0.71697,intentional,2.1,31/01/2005
0.63416001,0.22556995,intentional,0.1,01/02/2005
0.175973955,-0.3756251,accident,3.5,02/02/2005
0.475835025,-0.5118199,accident,1,02/02/2005
0.70247509,-0.57742505,accident,0.6,02/02/2005
0.616069925,0.28823495,intentional,0.3,02/02/2005
0.11473006,0.78482,accident,4,02/02/2005
-0.824965465,0.02437495,intentional,2,02/02/2005
-0.623426305,0.0743751,intentional,0.25,02/02/2005
-0.109235275,0.17437495,accident,15,02/02/2005
-0.108835525,0.17437495,other,8,02/02/2005
0.02657359,0.02437495,intentional,0.5,02/02/2005
0.075574345,0.7743749,accident,0.01,03/02/2005
-0.46483189,-0.32562495,intentional,3.5,05/02/2005
0.47918493,0.2006799,accident,0.06,05/02/2005
0.244174905,0.4091849,accident,0.3,05/02/2005
-0.72162749,0.02437495,intentional,0.5,05/02/2005
0.22012994,-0.05039505,accident,12,07/02/2005
-0.559635,0.2243751,accident,0.5,07/02/2005
-0.66922906,0.02437495,accident,0.45,07/02/2005
0.82533505,-0.20617505,lightning,0.01,08/02/2005
-0.585400085,-0.6205299,accident,1.75,08/02/2005
-0.169628705,-0.62562495,accident,0.01,08/02/2005
-0.065231795,0.52437505,other,0.1,08/02/2005
0.07697347,0.67437485,accident,0.1,08/02/2005
0.025860035,0.50327985,intentional,0.4,08/02/2005
-0.71762999,0.274375,intentional,0.4,08/02/2005
-0.584619975,-0.255815,intentional,0.9,09/02/2005
-0.269628765,-0.52562505,intentional,0.5,10/02/2005
0.469965095,0.03208995,accident,0.55,10/02/2005
-0.01167509,0.52342505,accident,0.5,10/02/2005
0.259875085,-0.62143995,accident,0.35,13/02/2005
0.37677358,-0.67562505,accident,0.05,13/02/2005
0.12657365,-0.52562505,accident,2.5,13/02/2005
0.72637374,0.12437505,accident,0.22,13/02/2005
0.183989945,0.28819495,intentional,2,13/02/2005
0.17617383,-0.3756251,accident,1,14/02/2005
0.65164008,-0.66447505,accident,10.75,14/02/2005
-0.465431515,-0.32562495,accident,0.02,14/02/2005
0.078772345,0.3743751,intentional,2,14/02/2005
0.14551001,0.45406505,intentional,2.1,14/02/2005
0.428904975,-0.42522005,accident,0.04,15/02/2005
0.24717003,0.33223005,intentional,1.4,15/02/2005
-0.00583754,0.52437505,intentional,0.4,15/02/2005
0.02617384,0.67437485,intentional,0.03,15/02/2005
-0.423826135,-0.575625,accident,0.5,16/02/2005
0.66960984,0.19034995,accident,0.6,16/02/2005
0.07897222,0.3743751,intentional,0.5,16/02/2005
-0.32562495,-0.67562505,accident,1.5,17/02/2005
-0.31603115,-0.02562495,accident,0.3,17/02/2005
-0.108435775,0.17437495,accident,15,17/02/2005
-0.8244258,-0.02562495,intentional,1.5,17/02/2005
-0.62282668,-0.32562495,accident,0.07,18/02/2005
-0.72482549,-0.3756251,intentional,0.2,18/02/2005
0.061055025,0.47086015,accident,3.81,18/02/2005
